Texts,Labels
"Размещение объявлений о продаже электротехнического оборудования на b2b маркетплейсах Необходимо разместить информацию объявления о продаже электротехнического оборудования и аксессуаров на ozon, яндекс маркет, авито. Простые фотографии товаров имеются. Можно обновить и сделать профессиональные. Далее потребуется поддержка в оптимизации расходов на продвижение. 50 SKU. Требуемый результат: товары отображены на маркетплейсах. Характеристики, цены, фото будут предоставлены.",2
Final Cut простая но аккуратная работа Требуется используя функцию distort расставить объекты на экране в Final Cut Pro. Рендеринг и экспорт не требуются. Подробности ТЗ в видео https://disk.yandex.ru/i/Cu6t1EUtUJPwGw Предлагайте вашу стоимость сразу в отклике написав ее текстом. Стоимость пишите за 100 расставленных экранов.,2
"Требуется переводчик с английского на русский язык В настоящее время вам нужен фрилансер, хорошо владеющий английским и русским переводчиком, для выполнения некоторых переводческих работ для нашей компании. Новые фрилансеры также могут подать заявку.",2
"описание происходящего на экране Описать происходящее на экране в соответствующие минуты в таблице.  1 час видео, около 600 строчек в таблице.  Пример описания:  Саша сидит на ступеньках, смотрит в небо, разговаривает по телефону.    Приступить сейчас.  Срок в течение 6 часов.",2
"Наполнить контентом сайты Wordpress html 1)  наполнить готовыми текстами сайты на Wordpress ModX   2)  внести правки в существующих статьях и страницах на всех сайтах.  
 Изменение, цен в товарах, дополнение статей предоставленным (выдают сеошинки и контентщики) контентом.   3)  желателен опыт с программой Aparser для сбора различных данных в отдел маркетинга и для SEO   4)  Разместить информацию о компаниях на различных площадках\ресурсах.    Каталоги сайтов\компаний, справочники, доски объявлений и прочее.    5) произвести  модерацию отзывов на отзовиках, проверка, удаление негатива через администрацию площадки.    текст писать не нужно, все пишет копирайтер.",2
Сделать ретопологию 3D моделей в Blender Сделать ретопологию  3D моделей в Blender  В некоторых местах модели (10-15 шт) срезались во время скана.  нужно восстановить полигональную сетку методом скульптинга,2
"МОУШН-дизайн, ВИДЕО С логотипом Добрый день! Необходимо сделать превью логотипа, как в этих видео:  https://www.youtube.com/watch?v=e6zna7Dee2Q https://www.youtube.com/watch?v=hheTnqykTn4 https://www.youtube.com/watch?v=2EoxYBl95jA Что-то среднее мне нужно для подкастов, чтобы было в начале каждого видео Прикрепляю логотип",2
"Собрать данные из GPT 1.Копируем промпт  2.Вставляем промпт  3.Ждем результат  4.Копируем результат  5.Вставляем в таблицу    -Выполнять каждый промпт в отдельной ветке GPT  -Всего 112 повторений  -Среднее время выполнения 30 секунд  -Работы от силы на 1-1,5 часа    1 час/500 рублей",2
"Пригласить 100 человек на онлайн мастер класс Проводим 2 раза в неделю онлайн мастер класс по удвоению прибыли, нужно связаться с предпринимателями и владельцами бизнесов и пригласить их (есть лендинг с описанием и кнопкой регистрации) нак 2х часовой мастер класс, где они точно узнают – как можно удвоить прибыль в бизнесе.    *есть теплая база наших клиентов из другого проекта, но сразу её не дадим – после квалификации исполнителя)",2
"Наполнение сайта контентом (статьями) Требуется наполнение нового сайта статьями, тематика не ограничена. Основные требования к контенту: уникальность, грамотность, соблюдение авторских прав. Последнее касается фото- и видеоматериалов, которые обязательно должны быть в статьях. То есть, если фото или видео в статье не являются собственностью автора этой статьи – ссылка на источник обязательна. Исключением является фото- и видеоконтент, сгенерированный нейросетями.  Есть 2 варианта сотрудничества Заказчика (владельца сайта) и Исполнителя (автора статей): по факту и на перспективу.   • 1-й вариант (по факту).  Статья оплачивается Заказчиком сразу, по факту передачи Исполнителем исключительных прав на неё.  • 2-й вариант (на перспективу).  Исполнитель регистрируется на сайте Заказчика, размещает свои статьи. Через некоторое время подключается монетизация – Исполнитель получает доход 100% с рекламы на своих страницах (за вычетом налогов). Сотрудничество в этом случае оформляется по договору. Публикации Исполнителя используются на основе неисключительной лицензии (принадлежат Исполнителю) и в любой момент могут быть убраны (удалены) с сайта по желанию Исполнителя.  Более предпочтительнее 2-й вариант.",2
"Пост товаров на доски объявлений Нужно размещать товары на популярные доски объявлений Товары категории (Быт техника и электроника) В день размещать по 2-3 объявлений Работа занимает максимум 2 часа в день. От вас требуется быть в сети с 10 до 19 по мск, и аккаунт на доске объявлений",2
"Сделать небольшую таблицу Сделать идентичную таблицу как на фото, и заменить товары на другие вместе с другими данными",2
"Добавления товара в МаркетПлейс Привет. Задача загрузить и оформить 1 карточку товара на МаркетПлейс Валберис , Озон , Яндекс Маркет и Казан экспресс. Товар: корм для собак. Текста еще нет, дизайн слайдов есть, мне нужно чтобы мы с вами созвонились через зум и демонстрацию экрана на моем компьюторе сделали полностью эту работу, мне нужно самому научиться, как загружать последующие товары, и возможно вы дадите какие-то рекомендации.",2
"сделать нарезки в тикток/Ютюб со стрима твитча.  
            Здравствуйте, необходимо просмотреть стрим   (  www.twitch.tv/tace724/v/2...  и найти моменты, которые подойдут для публикации в шортсы и тикток (до 1 минуты хронометраж). Использование нейросеток opus clip, ai суббтитры, каты и тп. для экономии времени приветствуется.    Необходимо быть знакомым с форматом нарезок и в целом иметь представление о тиктоке 🙂  буду признателен, если скинете примеры ваших работ аналогичного характера.",2
"Нужен промт для миджорни Нужен человек, который сможет придумать (рабочий) промт для миджорни, чтобы он рисовал именно корюшку такую, как она должна быть. Если кто мастерски пользуется миджорни то этот таск именно для вас.",2
"Написать лекции Нужно написать лекцию по химии по видео, выпить только самое необходимое. Написать в ворде.",2
"Создать небольшую анимацию в cinema 4d Есть референс анимации(скинем лично), по нему нужно будет сделать аналогичную, но на другую тематику(в cinema 4d). Заказ небольшой, но срочный. Нужно выполнить до 19.04 до 12:00. Заплатим хорошо(договоримся если что) Желательно, чтобы вы в отклике приложили свое портфолио",2
"Курсовая работа  
            До 20 мая сделать курсовую работу по теме « сестринская деятельность при сахарном диабете»  пример оформления есть , размер работы 15-20 листов",2
Разместить 50 карточек на ОЗОН Разместить 50 карточек на ОЗОН по данным с сайта,2
"Нужно написать ВКР по электроэнергетике. Требуется сделать ВКР по Электроэнергетике. Просьба писать только взрослым людям разбирающимся в данной тематике. Студенты желающие подзаработать не пишите, нужны только взрослые ответственные люди.",2
"2D explainer видео (эксплейнер) видео Добрый день!    Агентство в поиске сотрудника для создания анимации в стиле 2D. Необходимо создать ролик продолжительностью 60 секунд. Видео о компании и ее продукте. Компания занимается разработкой приложения на базе ИИ. Сценарий мы вам предоставим. Но также готовы рассмотреть ваши предложения по внесению правок.    Пример похожей работы: www.youtube.com/watch?v=h...    Рассматриваем кандидатов, которые готовы создать видео без шаблонов.    Срок выполнения проекта 2 недели.  При подаче заявки опишите ваши навыки. Сколько вы занимаетесь производством 2D роликов. В какой программе работаете. Ваши ожидания по оплате.",2
Математика Математика,2
"Создание рекламного видеоролика формата Youtube Shorts Необходимо создать видеоролик формата Youtube Shorts по заданному сценарию с готовой звуковой дорожкой. Ролик рекламный, поэтому всё должно быть на высоте, качество звука и видеоряда будет проверяться тщательно. В ответе на данный проект прошу предоставить ваши работы, в идеале, чтобы они были связаны с темой Инвестиции. Примеры нужного нам ролика я дам в личных сообщениях. Большим плюсом будет ваше знание чего угодно из нашей сферы.",2
"Разместить товары на маркетплейсе (до 50 штук) и настроить склады Необходимо завести на Я.Маркет и Озон товары, плюс настроить склады/отгрузки.  - 10 позиций кранов Blanco. Прописать все характеристики, добавить фотки, настроить цены согласно конкурентов. Создать заявки на отгрузку, сгенерировать документы (модели FBO и FBY).  - 33 позиции бытовой техники. Прописать все характеристики, добавить фотки, настроить цены согласно таблице закупочных цен (таблицу предоставим). Настроить сроки и цены доставки для Москвы и области, модели DBS и rFBS.  Активировать кабинеты для старта продаж.  В откликах прошу сразу писать цену за обозначенный объем работ.",2
"Специалист по загрузке информации в гугл карты Компания по бурению скважин на воду в МО. Есть таблица с данными где были пробурены скважины, населенные пункты и другая информация. Нужно загрузить данные в гугл таблицу по населенным пунктам, где пробурили скважины. Также нужно будет записать видео-инструкцию как потом нам самостоятельно добавлять данные. Вручную добавлять всё долго и неудобно, надо как-то по координатам добавить (координат нет, только нас. пункты). Примерный объем 1300 строк.",2
"Анимации Надо будет срисовывать анимации и заменять персонажа на нашего - хаби лейма. Желательно работать в Adobe Animate, так как у нас есть файл с персонажем.  Продолжительность разная, но до 30 сек. Цена от 1000р(за 5-7 сек) и до 5000р. Сроки 2-3 дня. Работа срочная, на постоянную основу. Жду ваших откликов!",2
"Анализ футбольных матчей на основе статистики Требуется парень либо девушка для написания анализа спортивных состязаний. Необходимо на основе данных из открытых источников делать небольшой рерайтинг, и плюс добавлять описание данных из турнирной таблицы. Работа ежедневная, отнимает 1-2 часа времени. Если вы умеете грамотно излагать свои мысли и пишете без ошибок - милости прошу. Ищу адекватного и ответственного человека, который не потеряется и не простит. Оплату вовремя обещаю. Оплата 20.000 рублей в месяц.",2
"Создание видео-презентации Здравствуйте, нас интересует создание видео-презентации такого типа: https://www.youtube.com/watch?v=2G21ZwN82Ds",2
"Подготовка к ОГЭ2025 по математике Доброго времени суток! я профессиональный репетитор по математике, меня зовут Екатерина Юрьевна. Предлагаю подготовку к ОГЭ онлайн в мини-группе до 5 человек. Все занятия проходят вживую, провожу лично я. Заранее известная программа обучения и график занятий. Если ученик пропустит занятие по уважительной причине, то получит урок в видеозаписи. Помощь и поддержка в выполнении домашних заданий. Доброжелательная обстановка и хорошее настроение!!! остались вопросы, напишите в сообщении &#128233;",2
"Нужно сделать транскрибацию в формате ворд Нужно сделать транскрибацию в формате ворд . Сделать нужно быстро и выписать только самое главное. За доп информацией и ссылками общаться ко мне вот с апп 7 938 516‑39‑55 По оплате договоримся, мой бюджет 3200 рублей",2
Срендерить из блендера 6 роликов Мощный компьютер? Надо срендерить из готового файла в блендере 6 роликов в разрешении 1000х1000.,2
"Создание (съемки+монтаж) коротких видео  Необходимо создать ролики,найти команду, снять и смонтировть. Всего должно быть 10 роликов, цена указана за 1, обсуждаема  по примеру: https://www.instagram.com/reel/C0omazwgnKO/?igsh=MTZoMnkzamhrd2t2OA=",2
"Скачать картинки с сайта и указать адрес каждой Сайт компании состоит из множества программ. Примерно 100-200, но это неточно. Может немного меньше или немного побольше. Есть задача скачать картинки с сайта и указать адрес каждой. Это нужно для того чтобы просмотреть, какие картонки нужно будет заменить в итоге. Задача с помощью наверно Пастера скачать картинки (просто чтобы их было видно) и рядом с каждой адрес указать, чтобы понимать откуда она.",2
"Заполнить таблицу для автозагрузки авито  
            Есть список товаров в xls – Артикул, название, описание, цена, категории (в таком вот виде ""Главная/Расходные материалы/Для климатического оборудования/Для вентиляционного оборудования/Воздуховоды/Гофрированные/Эвент"")    Нужно все это правильно разнести по категориям в гугл-таблице (заполнить ее)    В первую очередь интересует стоимость. В данный момент есть таблица с 2000 позиций",2
"Запись песни, сопрано и баян Доброго дня!  Для записи песни необходимо профессиональное сопрано (нужен диапазон от до первой октавы до си второй октавы) и более-менее профессиональный баян (в принципе, сойдёт и аккордеон).  Запись (уже готовая) должна быть седьмого мая.  Самая сложная часть партии баяна в приложении к заказу, остальное – аккомпанемент.  На выходе нужен трек в двух форматах – типа mp3 для выкладки куда-нибудь и нормальный (flac или подобный).",2
"2d спрайтовая графика Нужен художник на постоянку, для теста можем посотрудничать над иконками. Необходимо 20 иконок с ресурсами: - Камень - Древесина - Глина - Животные - Рыба - Травы - Кварц - Водоросли - Артефакты - Железная руда - Известь - Медная руда - Платина - Серебро - Вольфрам - Алюминий - Золото - Титан - Редкоземельные металлы - Уран Пример прилагаю. Рамка из примера есть, можно использовать её или похожую, но сами иконки, взятые из интернета, сейчас все в разных стилях и качестве, а нужны нарисованные одной рукой. Интересует цена и срок. Также интересует оценка стоимости отрисовки спрайта здания из приложенных файлов, учитывая, что таких зданий будет больше сотни.",2
"требуется специалист по поиску потенциальных клиентов Нужен специалист, который сформирует базу (холодный поиск) и прозвонит, все деликатесные лавки по России. И передаст информацию нам",2
Оцифровка Перевести план БТИ в формат *.dwg,2
"Арбитраж мобильное приложение Всем привет, ищу арбитражника трафика на мобильное приложение  3usdt / за скачивание оплата 2 раза в месяц",2
"Написать 20 статей по IT тематике Необходимо написать 20 статей по IT-тематике. Пишем о системном администрировании, frontend и backend разработке, devops, тестировании, программировании, хостинге и т.д. Нам важно, чтобы вы писали о том, в чем хорошо разбираетесь, потому что статья должна отражать экспертность автора в заданной теме. ----- Требования: - Технический бэкграунд - Опыт написания статей по IT-тематике - Умение оценивать сроки и стоимость написания статей ----- В отклике ждём от вас: 1) Антиспам слово: хостинг2024 2) Укажите ваше образование и в каких сферах IT специализируетесь 3) Пришлите ссылки на ваши публикации по IT-тематике 4) Есть ли у вас прайс/расценки по написанию статей? ----- Отклики без ответов на вопросы не рассматриваются.",2
"Проморолик для IT компании Всех категорически приветствую! Необходимо разработать проморолик для компании по обговорённым далее деталям. Хронометраж ролика: ~30 секунд. Необходимо будет использовать часть или же все уже готовые кадры и материалы, а так же найти и подобрать подходящие по тематике футажи/материалы. Направленность компании: IT. Так же прикрепляю небольшое ТЗ к ролику в виде txt файла.",2
"Нарисовать изометрическую иллюстрацию (можно 3д) Нарисовать до 11.04.24 иллюстрацию с трейдерским графиком. Несколько примеров и скетч во вложении, детали и стоимость при обсуждении.",2
"Создание видео. Моушен дизайн Нам необходимо видео, которое будем крутить на экране на выставочном стенде  Оно должно быть яркое, динамичное, чтобы цепляло глаз В наших фирменных цветах  Там должен фигурировать наш фирменный медведь (референс отправлю лично), монеты, различные графики  Также нужно будет, чтобы в это видео был вписан обзор сервиса, а именно нужно показать, что есть на нашем сайте: какие есть разделы, для чего они (все тоже кратко) - текст с нас нужно зациклить видео, чтобы резко не обрывалось   длительность +- 1 минута без музыки",2
"Сделать минутное 3D видео для презентации продукта Необходимо сделать 3D визуализацию продукта. Минутное видео. Использовать нужно простые модели из интернета. В ролике потребуются следующие модели: - мусоровоз (не важно какой) - человечек (для гипсовый, без детализации) - камеры - мусорные контейнеры  Сцена простая, но будут детали при дальнейшем обсуждении: 1) Мусоровоз подъезжает к мусорным 2) Выходит человек из мусоровоза и подходит к мусорным контейнерам (5 штук) 3) Берет контейнер и тащит их к мусоровозу.  Будет несколько вариаций сцен: - хороший исход, когда все сработано по плану - 2 плохих исхода, когда водитель производит погрузку с нарушениями  Пример 3D моделей в файлах.   Сроки до 7.04.24.  Работаем с самозанятым, ИП или ООО",2
"задача найти информацию  
            добрый день ....вопрос по поиску информации...мне нужен контент для музыкального канала...современная электронная музыка и интеллектуальная начинка смысловая о важности и смысле музыки...посты точнее тексты в стиле звук основа мироздания......ну конечно не так примитивно",2
Настроить документы слияния ворд комерческих  Есть считалка в таблице эксель и данные которые посчитаются требуется чтоб были подвязаны в вордовских файлах примеры документов сброшу вобзщем несколько считалок в екселевских документах нужно подвязать к вордовским и все это грамотно формализовать сп,2
"Надо сделать презентацию в детсад Добрый день. Надо сделать презентацию в детсад про опасные виды грибов. На 5-7 слайдов. Картинки и описание (название, описание внешнего вида). Те виды грибов, которые чаще всего встречаются в наших лесах . Прошу писать мне для связи в тели грам ZeletnayaAlinka",2
"Создать познавательную раскраску для детей. Тема Устройство муравейника. Необходимо создать большую познавательную раскраску для детей об устройстве муравейника. Размер самого листа примерно 50 на 100см. Пример как на фото, но более ""мультяшней"" для раскрашивания. Больше лесных деталей: лес, травка, звери, но главное сам муравейник по середине.",2
"Написание/редактура маркетинговых статей Нужен копирайтер или редактор, который понимает, что такое стратегии/маркетинг и как оно работает.  Вижу 2 варианта сотрудничества: 1. На определенную тему дается выжимка и структура, что там должно быть, и вы пишете статью. 2. Вы редактируете уже написанную статью.  Статьи будут на различные маркетинговые темы. Важно, чтобы они легко и приятно читались, было интересно и понятно. Планируются для размещения на тематические площадки, как VC.ru и другие.  Если сработаемся, то сможем перейти на регулярное сотрудничество.  В отклике укажите, пожалуйста: - вы готовы писать, редактировать или можете и то, и то - стоимость вашей работы за указанные выше услуги - работали ли с текстами по маркетингу - если есть, ваши работы (укажите что именно делали с текстами) - как с вами связаться",2
"Озвучить персонажа парень из наших мультиков Нужны короткие эмоцианальные звуки типа - ХМММ, ММММ, Удивление, Храп и т.д Примеры звуков смотрите в наших мультиках - https://www.instagram.com/teeny_penny/reels",2
"Создание мемов для сообщества ВК Необходимо делать по 2 мема  в неделю, в шаблоне соответствующем сообществу.  Мемы можно чередовать с анекдотами, но их тоже делать в шаблонах. И добавлять водяной знак сообщества (его предоставлю) https://vk.com/zoo_therapy  - это ссылка на сообщество Укажите стоимость за 1 мем/анекдот, время выполнения и желательно пример работы. Укажу 2 картинки, которые мне нравятся.",2
Репетитор по английскому языку Нужен репетитор по английскому яз. Пишите мне в тг Lara4849,2
"Загрузка карточек товаров на маркетплейсы Загрузка карточек товаров на маркетплейс ВБ, ОЗОН, Ямаркет, Мегамаркет.  Категория товаров: хоз товары, продукты питания.  Схема работы: Предоставляем список товаров (название и цена ). Информация о товаре поиск в интернете (все бренды раскрученные информация есть). Поиск фото, обработка и загрузка в карточку товара.  Так же рассматриваем менеджеров в штат. На первом этапе на загрузку 1000 карточек.",2
"Проработать промты для нейронок Приветствую. Мы создаём автоматизацию на основе разных неронок и нужна помощь в составлении промтов. Есть проблемы что нейронки не всегда выдают ответ в нужной форме, и ответы бывают не корректными. 
 И за этого не можем подружить наш бэк с тем что выдаёт нейронка.",2
"Записать мини-курс по теме ""Криптовалюта для новичков"" Предлагаем поделиться профессиональным опытом и записать видеокурс по теме ""Криптавалюта для новичков""  Целевая аудитория кура: новички. Курс обучает основам профессии  Курс можно снимать в домашних условиях, используя мобильный телефон для записи «говорящей головы» + запись с экрана компьютера (скринкаст).  Курс состоит из уроков.  Продолжительность урока от 5 до 15-20 минут. Количество уроков в курсе от 10 до 20 (но может быть и больше в случае необходимости). Оплата:  Запись 1 урока до 15 минут - 1000р Если 1 урок более 15 минут - 1500 р План уроков предоставляет автор. С автором заключается ДОГОВОР АВТОРСКОГО ЗАКАЗА.",2
"Собрать базу фулфилментов с Яндекс Карт Собрать базу фулфилментов с Яндекс Карт (название, город, все email адреса, все сотовые телефоны, адреса сайтов) Интересует только этот источник. Категория фулфилмент https://yandex.ru/maps/?display-text=%D0%A4%D1%83%D0%BB%D1%84%D0%B8%D0%BB%D0%BC%D0%B5%D0%BD%D1%82ll=37.608961%2C55.571469mode=searchsll=38.663648%2C55.571469sspn=2.735596%2C1.132937text=category_id%3A%28158019904747%29z=8 Все города (т.е. вся Россия)",2
"Куплю ЛЮБЫЕ ваши приложения в Google Play Console Куплю ЛЮБОЕ ваше приложение или игру в Google Play Console.  Покупаю абсолютно любые приложения, будь хоть это игрой или калькулятором. Главное, чтобы оно было в рабочей версии.  Отклоненные или черновики не подойдут.  Приложение может быть на абсолютно любом языке или движке.  Передача происходит на мою консоль разработчика.",2
"Публикации товаров на оптовых площадках  В общем есть оптовые площадки, там надо с моих аккаунтов выкладывать объявления, оплата 25₽ объявление (товар). Их там очень много нужно будет публиковать постоянно",2
"KM - наполнить контентом сайты Wordpress Что требуется:  1) наполнить готовыми текстами сайты на Wordpress ModX   2) внести правки в существующих статьях и страницах на всех сайтах.    Изменение, цен в товарах, дополнение статей предоставленным (выдают сеошинки и контентщики) контентом.   3) желателен опыт с программой Aparser для сбора различных данных в отдел маркетинга и для SEO   4) Разместить информацию о компаниях на различных площадках\ресурсах.   Каталоги сайтов\компаний, справочники, доски объявлений и прочее.    5) произвести модерацию отзывов на отзовиках, проверка, удаление негатива через администрацию площадки.    текст писать не нужно, все пишет копирайтер, важно его проверять перед тем как размещать",2
"Нарисовать иллюстрацию ( сюжет в одной картинке главного героя ) Задача первая: придумать и нарисовать персонаж ( миниатюрный, простой, мультяшный персонаж )  Вторая: Нарисовать иллюстрацию ( например как этот персонаж провозит время с друзьями за домашним ужином )  Третья задача: Разобрать рисунок на детали и отрисовать каждую на отдельной иллюстрации. Персонажи повторяйся, детали так же дублированы.  Я все покажу. Нужен творческий человек умеющий фантазировать",2
"Разработка графического 2D-анимационного видеоролика (до 15 сек) Создание 2D анимационного видеоролика в стиле flat с использованием инфографики и 1-2 голосовых дорожек. Длительность видеоролика: до 15 секунд. Содержание с главными персонажами (до 3 персонажей), использование цветовой палитры и музыкального сопровождения согласно заявке заказчика. Предполагает 3этапную подготовку: 1) разработка Исполнителем подробного ТЗ в письменной форме с раскадровкой и согласование с Заказчиком; 2) Отрисовка главных персонажей и согласование с Заказчиком; 3) Отрисовка, анимация и озвучка ролика. Возможность внесения правок до 3 раз.",2
Нужен монтаж видео дайджест новостей Нужен монтаж видео дайджест новостей  Каждую новость сняли отдельно. Всего 11 новостей. Нужно смонтировать и добавить графику – анимированный текст  От вас примеры и цены.,2
"Отредактировать звук в видео до 1мин (3шт) Нужно обработать (улучшить) звук на 3 видеороликах (голос и подложить минус под вокал). Извлечь аудио, обработать и вставить обратно. Для обработки голоса можно использовать Румы, нельзя использовать Холл, Дилей, Фленжер). Звучание должно быть естественным, но более качественным, чем получилось в исходнике. Весь ролик должен звучать цельно, вокал должен звучать сведённое с фонограммой, а последующая речь должна звучать естественно, не отличаясь от вокала, не быть перенасыщенной обработкой (гармонично продолжаться)    Также потребуется небольшой тюнинг вокала (буквально ""пару нот"") в 2х из 3х роликах, конкретнее напишу в личку исполнителю    Очень важно прислать ролики в том же формате, как и исходники, вес каждого из файлов не должен превышать 90 Мб    Ролики отправлю в личку исполнителю.    Важно! Если вас не устраивает стоимость – не откликайтесь!",2
"Создать короткий анимационный видеоролик и gif-анимацию Ищу художника-аниматора, иллюстратора для создания нескольких коротких видеороликов, GIF-анимаций. Примеры желаемого качества и стиля можно посмотреть на странице в Instagram:  https://www.instagram.com/ponkesolanaofficial/ Объём работы значительный, предполагается активное наполнение социальных сетей. Прошу присылать ваше портфолио и цены по следующим категориям: Видеоролик в вертикальном формате для TikTok/Shorts; GIF-анимация; Статическое изображение. Перед началом сотрудничества и выполнением заказов необходимо выполнить тестовое задание.",2
"Написание професиональной презентации для начинающей европейской компании в автомобильной сфере. Написать презентацию для компании HM    Описание задачи:  Требуется составить презентацию для компании HM, специализирующейся на продаже автомобилей из Европы. Презентация предназначена для потенциальных клиентов и партнеров компании. HM – немецкая компания, работающая в сфере продажи автомобилей разного класса, включая средний и эксклюзивный сегмент. Компания выступает в качестве надежного партнера и работает напрямую с европейскими автопроизводителями и дилерами, имея рамочные договора на самых выгодных условиях. Основные услуги компании включают предложение автомобилей ""с первых рук"" и ""из одного окошка"", доставку автомобилей по всему миру, а также After Sale обслуживание для клиентов. HM также осуществляет заказы у автопроизводителей под индивидуальные требования клиентов и предлагает оптовую закупку автомобилей для B2B клиентов.    Требования к презентации:    Краткое описание компании HM и ее специализации.  Преимущества работы с компанией, включая отсутствие посредников и прямые контакты с автопроизводителями.  Услуги, предлагаемые компанией, включая услуги доставки и After Sale обслуживание.  Описание процесса индивидуальных заказов и оптовой закупки автомобилей.  Ожидаемые результаты от сотрудничества с HM.  Дополнительная информация:    Презентация должна быть привлекательной и информативной, чтобы привлечь внимание потенциальных клиентов и партнеров компании.  Язык презентации должен быть профессиональным и лаконичным.  Предпочтительный формат презентации – PowerPoint или Google Презентации.  Срок выполнения задачи:  Желательно завершить презентацию в течение 7 дней после принятия задания.    После того как заказ будет принят, вышлю файлом бренд бук и отвечу на все дополнительные вопросы.",2
